seller_id,delivered_orders,late_deliveries,late_delivery_rate,missed_handovers,missed_handover_rate,reviewed_orders,low_reviews,low_review_rate,all_orders,non_receipt_reports,delivery_record_discrepancies,no_recorded_delivery_reports,expected_late_orders,excess_late_orders,non_receipt_report_rate_pct,late_delivery_rate_pct,missed_handover_rate_pct,low_review_rate_pct
3c03b12bab54d8b37d79d914bfdb1aa0,36,6,0.16666666666666666,0,0.0,35,7,0.2,36,2,0,0,2.46570161984999,3.53429838015001,5.555555555555555,16.666666666666664,0.0,20.0
c60b801f2d52c7f7f91de00870882a75,36,6,0.16666666666666666,15,0.4166666666666667,36,9,0.25,38,2,1,0,2.46570161984999,3.53429838015001,5.263157894736842,16.666666666666664,41.66666666666667,25.0
f46490624488d3ff7ce78613913a7711,80,9,0.1125,18,0.225,80,19,0.2375,83,4,2,0,5.479336932999979,3.5206630670000214,4.819277108433735,11.25,22.5,23.75
76d5af76d0271110f9af36c92573f765,125,12,0.096,17,0.136,124,16,0.12903225806451613,128,1,0,0,8.561463957812467,3.4385360421875326,0.78125,9.6,13.600000000000001,12.903225806451612
fffd5413c0700ac820c7069d66d98c89,53,7,0.1320754716981132,3,0.05660377358490566,52,10,0.19230769230769232,56,2,1,0,3.6300607181124858,3.3699392818875142,3.571428571428571,13.20754716981132,5.660377358490567,19.230769230769234
522620dcb18a6b31cd7bdf73665113a9,170,15,0.08823529411764706,9,0.052941176470588235,167,31,0.18562874251497005,172,0,0,0,11.643590982624955,3.3564090173750447,0.0,8.823529411764707,5.294117647058823,18.562874251497004
0bf0150d5b9d60d9cd2906003332f085,39,6,0.15384615384615385,11,0.28205128205128205,38,8,0.21052631578947367,39,3,2,0,2.6711767548374894,3.3288232451625106,7.6923076923076925,15.384615384615385,28.205128205128204,21.052631578947366
834f8533b2ecb6598dd004ff3de7203a,40,6,0.15,19,0.475,40,7,0.175,42,0,0,0,2.7396684664999893,3.2603315335000107,0.0,15.0,47.5,17.5
0ed6ce5d87fd9c69eaacaeb778d67235,42,6,0.14285714285714285,10,0.23809523809523808,41,2,0.04878048780487805,43,0,0,0,2.8766518898249887,3.1233481101750113,0.0,14.285714285714285,23.809523809523807,4.878048780487805
75d34ebb1bd0bd7dde40dd507b8169c3,57,7,0.12280701754385964,11,0.19298245614035087,57,11,0.19298245614035087,62,0,0,0,3.904027564762485,3.095972435237515,0.0,12.280701754385964,19.298245614035086,19.298245614035086
ff1fb4c404b2efe68b03350a8dc24122,43,6,0.13953488372093023,8,0.18604651162790697,43,6,0.13953488372093023,43,0,0,0,2.9451436014874885,3.0548563985125115,0.0,13.953488372093023,18.6046511627907,13.953488372093023
f84a00e60c73a49e7e851c9bdca3a5bb,87,9,0.10344827586206896,3,0.034482758620689655,87,17,0.19540229885057472,89,0,0,0,5.9587789146374766,3.0412210853625234,0.0,10.344827586206897,3.4482758620689653,19.54022988505747
1eade46fba20122dc4aefb379f8c636b,58,7,0.1206896551724138,0,0.0,58,5,0.08620689655172414,58,0,0,0,3.9725192764249844,3.0274807235750156,0.0,12.068965517241379,0.0,8.620689655172415
5058e8c1e82653974541e83690655b4a,59,7,0.11864406779661017,15,0.2542372881355932,58,16,0.27586206896551724,60,0,0,0,4.041010988087484,2.958989011912516,0.0,11.864406779661017,25.423728813559322,27.586206896551722
